,Unnamed: 0,Year,NAME,TRACT,STATE,COUNTY,ACS_GEO_ID,ACS_N_TOTAL_POP,ACS_N_MALE,ACS_N_FEMALE,ACS_MED_AGE,ACS_MED_AGE_M,ACS_MED_AGE_F,ACS_N_RACE_TOTAL_POP,ACS_N_RACE_WHITE,ACS_N_RACE_BLACK,ACS_N_RACE_AMERIND,ACS_N_RACE_ASIAN,ACS_N_RACE_HAWPACISL,ACS_N_RACE_OTHER,ACS_N_RACE_TWOORMORE,ACS_N_ETHN_HISPLAT_Y,ACS_N_ETHN_HISPLAT_N,ACS_MED_INCOME,ACS_MED_INCOME_PAST_12MO,ACS_N_POVERTY_STAT,ACS_N_POVERTY_STAT_BELOW_100_PCT,ACS_N_POVERTY_STAT_100_TO_149_PCT,ACS_N_POVERTY_STAT_ABOVE_150_PCT,ACS_N_INSURED_NON_INST,ACS_N_INSURED_NON_INST_UNDER_19,ACS_N_INSURED_NON_INST_19_TO_64,ACS_N_INSURED_NON_INST_OVER_65,ACS_N_DISABIL_Y,ACS_N_DISABIL_N,STATECOUNTY,N_BLACK,PCT_BLACK,N_NOT_WHITE,PCT_NOT_WHITE,N_UNINSURED,PCT_UNINSURED,N_POVERTY_STAT,PCT_POVERTY_STAT,N_DISABIL_STAT,PCT_DISABIL_STAT,COUNTY_NAME,bucket,bucket_idx,midpoint
3685,3685,2018,"Census Tract 2154, St. Louis County, Missouri",215400,29,189,1400000US29189215400,5317,2657,2660,46.6,46.3,46.6,5227,4692,126,40,244,0,125,48,68,4632,81827,81827,5275,91,0,5184,5295,1423,2838,1034,280,5015,29189,126,0.024105606,535,0.102353166,22,0.004137672,91,0.017251185,280,0.052880076,St. Louis County,"(81000, 88000]",1,84500
3831,3831,2018,"Census Tract 2216.27, St. Louis County, Missouri",221627,29,189,1400000US29189221627,6392,3150,3242,44.3,44,45.1,6088,5405,92,7,543,0,41,245,219,5233,81729,81729,6333,154,122,6057,6287,1996,3645,646,272,6015,29189,92,0.015111695,683,0.112187911,105,0.016426783,154,0.024317069,272,0.043263878,St. Louis County,"(81000, 88000]",2,84500
4283,4283,2018,"Census Tract 2175, St. Louis County, Missouri",217500,29,189,1400000US29189217500,5271,2570,2701,49.4,46.5,50.6,5228,4795,82,10,333,8,0,31,18,4777,76011,76011,5258,155,61,5042,5220,1292,2580,1348,394,4826,29189,82,0.015684774,433,0.082823259,51,0.009675583,155,0.029478889,394,0.075478927,St. Louis County,"(74000, 81000]",1,77500
3863,3863,2018,"Census Tract 2188, St. Louis County, Missouri",218800,29,189,1400000US29189218800,5888,2729,3159,43,43,43,5793,5649,86,0,58,0,0,0,118,5531,68452,68452,5775,191,132,5452,5760,1687,3149,924,276,5484,29189,86,0.014845503,144,0.024857587,128,0.02173913,191,0.033073593,276,0.047916667,St. Louis County,"(67000, 74000]",1,70500
3861,3861,2018,"Census Tract 2176, St. Louis County, Missouri",217600,29,189,1400000US29189217600,7156,3424,3732,48,48.1,47.9,6937,6604,25,0,300,0,8,143,147,6465,66051,66051,7047,294,19,6734,7016,1874,3501,1641,463,6553,29189,25,0.003603863,333,0.04800346,140,0.019564002,294,0.041719881,463,0.065992018,St. Louis County,"(60000, 67000]",2,63500
3726,3726,2018,"Census Tract 2177.01, St. Louis County, Missouri",217701,29,189,1400000US29189217701,4876,2421,2455,52,52,52,4805,4056,146,6,585,0,12,38,232,3888,64488,64488,4838,209,16,4613,4770,1115,2380,1275,322,4448,29189,146,0.030385016,749,0.155879292,106,0.02173913,209,0.043199669,322,0.067505241,St. Louis County,"(60000, 67000]",1,63500
4012,4012,2018,"Census Tract 2153.02, St. Louis County, Missouri",215302,29,189,1400000US29189215302,3414,1649,1765,49.4,47.9,49.7,3377,2852,125,0,400,0,0,6,53,2799,64008,64008,3383,97,78,3208,3339,855,1649,835,301,3038,29189,125,0.037015102,525,0.155463429,75,0.021968366,97,0.028672776,301,0.090146751,St. Louis County,"(60000, 67000]",6,63500
3999,3999,2018,"Census Tract 2180.12, St. Louis County, Missouri",218012,29,189,1400000US29189218012,4667,2365,2302,42.8,39.7,45.9,4534,4220,50,4,250,0,10,55,72,4173,62898,62898,4490,57,18,4415,4437,1244,2316,877,324,4113,29189,50,0.01102779,314,0.069254521,230,0.049282194,57,0.012694878,324,0.073022312,St. Louis County,"(60000, 67000]",4,63500
3998,3998,2018,"Census Tract 2164, St. Louis County, Missouri",216400,29,189,1400000US29189216400,5238,2431,2807,43,43.5,39.8,5057,4264,43,0,750,0,0,149,104,4160,60804,60804,5206,384,245,4577,5013,986,3084,943,219,4794,29189,43,0.008503065,793,0.156812339,225,0.042955326,384,0.073761045,219,0.043686415,St. Louis County,"(60000, 67000]",3,63500
4280,4280,2018,"Census Tract 2155, St. Louis County, Missouri",215500,29,189,1400000US29189215500,4401,2169,2232,44,43.5,44.3,4199,3332,256,16,572,0,23,175,72,3297,60518,60518,4364,55,64,4245,4194,1248,2189,757,321,3873,29189,256,0.060966897,867,0.206477733,207,0.047034765,55,0.012603116,321,0.076537911,St. Louis County,"(60000, 67000]",7,63500
4001,4001,2018,"Census Tract 2194, St. Louis County, Missouri",219400,29,189,1400000US29189219400,5912,2859,3053,39,38,40.1,5655,5525,97,0,16,0,17,197,56,5503,60346,60346,5852,56,63,5733,5773,1748,3202,823,378,5395,29189,97,0.017152962,130,0.022988506,139,0.023511502,56,0.009569378,378,0.065477222,St. Louis County,"(60000, 67000]",5,63500
3833,3833,2018,"Census Tract 2216.29, St. Louis County, Missouri",221629,29,189,1400000US29189221629,5367,2696,2671,43,42.6,44,5288,4521,103,9,631,4,20,15,108,4437,59025,59025,5299,160,165,4974,5349,1614,2945,790,322,5027,29189,103,0.019478064,767,0.145045386,18,0.003353829,160,0.030194376,322,0.060198168,St. Louis County,"(53000, 60000]",4,56500
3830,3830,2018,"Census Tract 2216.26, St. Louis County, Missouri",221626,29,189,1400000US29189221626,6217,3133,3084,44.8,45.6,43.7,6068,5744,74,5,245,0,0,109,213,5551,57115,57115,6167,43,96,6028,5941,1664,3329,948,369,5572,29189,74,0.012195122,324,0.053394858,276,0.044394402,43,0.006972596,369,0.062110756,St. Louis County,"(53000, 60000]",3,56500
4011,4011,2018,"Census Tract 2166, St. Louis County, Missouri",216600,29,189,1400000US29189216600,2036,987,1049,47.6,42.5,49.8,1973,1663,146,0,164,0,0,42,55,1608,56716,56716,1988,53,23,1912,1998,451,1123,424,164,1834,29189,146,0.073998986,310,0.157121135,38,0.018664047,53,0.02665996,164,0.082082082,St. Louis County,"(53000, 60000]",8,56500
3997,3997,2018,"Census Tract 2162, St. Louis County, Missouri",216200,29,189,1400000US29189216200,7702,3783,3919,39.2,35.6,40.8,7439,6116,733,35,529,7,19,148,172,5959,56029,56029,7576,587,340,6649,7523,1283,5099,1141,499,7024,29189,733,0.098534749,1323,0.177846485,179,0.023240717,587,0.077481521,499,0.066329922,St. Louis County,"(53000, 60000]",7,56500
3869,3869,2018,"Census Tract 2211, St. Louis County, Missouri",221100,29,189,1400000US29189221100,1889,938,951,44.3,39.6,48.6,1826,1730,72,0,24,0,0,19,25,1710,55278,55278,1845,46,15,1784,1804,450,974,380,98,1706,29189,72,0.039430449,96,0.052573932,85,0.044997353,46,0.024932249,98,0.054323725,St. Louis County,"(53000, 60000]",5,56500
3875,3875,2018,"Census Tract 2165, St. Louis County, Missouri",216500,29,189,1400000US29189216500,5329,2910,2419,41.7,37.6,47,5236,3963,804,22,447,0,0,35,126,3837,54623,54623,3989,147,17,3825,4004,775,2257,972,387,3617,29189,804,0.15355233,1273,0.243124523,1325,0.24863952,147,0.036851341,387,0.096653347,St. Louis County,"(53000, 60000]",6,56500
4298,4298,2018,"Census Tract 2152.02, St. Louis County, Missouri",215202,29,189,1400000US29189215202,6825,3152,3673,43.5,41.6,44.6,6726,5466,421,12,742,41,44,65,161,5349,53630,53630,6643,256,337,6050,6640,1423,3901,1316,630,6010,29189,421,0.062592923,1260,0.187332739,185,0.027106227,256,0.038536806,630,0.094879518,St. Louis County,"(53000, 60000]",9,56500
3638,3638,2018,"Census Tract 2153.01, St. Louis County, Missouri",215301,29,189,1400000US29189215301,4614,2328,2286,50.1,48,51.6,4386,3555,430,0,401,0,0,170,100,3496,53424,53424,4556,131,232,4193,4526,1050,2331,1145,609,3917,29189,430,0.098039216,831,0.189466484,88,0.019072388,131,0.028753292,609,0.134555899,St. Louis County,"(53000, 60000]",1,56500
3817,3817,2018,"Census Tract 2184.02, St. Louis County, Missouri",218402,29,189,1400000US29189218402,4660,2215,2445,40,39.3,40.4,4579,4372,38,0,49,0,120,20,121,4256,53311,53311,4576,142,80,4354,4535,1196,2524,815,271,4264,29189,38,0.008298755,207,0.045206377,125,0.026824034,142,0.031031469,271,0.059757442,St. Louis County,"(53000, 60000]",2,56500
3725,3725,2018,"Census Tract 2173, St. Louis County, Missouri",217300,29,189,1400000US29189217300,2972,1306,1666,34.2,34.2,34.2,2831,2383,103,0,317,0,28,36,106,2318,52517,52517,2867,206,97,2564,2939,665,1969,305,161,2778,29189,103,0.036382904,448,0.158247969,33,0.011103634,206,0.07185211,161,0.054780538,St. Louis County,"(46000, 53000]",7,49500
3866,3866,2018,"Census Tract 2216.21, St. Louis County, Missouri",221621,29,189,1400000US29189221621,4673,2411,2262,46.8,46.9,46.8,4663,4431,77,0,155,0,0,0,23,4408,51598,51598,4616,279,62,4275,4597,1187,2595,815,240,4357,29189,77,0.016512974,232,0.049753378,76,0.016263642,279,0.060441941,240,0.052207962,St. Louis County,"(46000, 53000]",17,49500
4330,4330,2018,"Census Tract 2174, St. Louis County, Missouri",217400,29,189,1400000US29189217400,4821,2369,2452,33.4,32.3,35.6,4711,4291,98,0,247,10,65,38,146,4220,51488,51488,4729,230,93,4406,4701,878,3282,541,271,4430,29189,98,0.020802377,420,0.089153046,120,0.024891101,230,0.048636075,271,0.057647309,St. Louis County,"(46000, 53000]",27,49500
3816,3816,2018,"Census Tract 2184.01, St. Louis County, Missouri",218401,29,189,1400000US29189218401,3731,1688,2043,44.1,43.1,44.7,3559,3523,22,13,1,0,0,123,33,3490,51075,51075,3681,87,105,3489,3658,860,1995,803,395,3263,29189,22,0.006181512,36,0.010115201,73,0.0195658,87,0.023634882,395,0.107982504,St. Louis County,"(46000, 53000]",11,49500
4300,4300,2018,"Census Tract 2215.03, St. Louis County, Missouri",221503,29,189,1400000US29189221503,7076,3998,3078,39,38.4,39.8,6977,6206,406,0,143,30,192,71,181,6025,50865,50865,6178,94,116,5968,5996,1850,3377,769,491,5505,29189,406,0.0581912,771,0.110505948,1080,0.152628604,94,0.01521528,491,0.081887925,St. Louis County,"(46000, 53000]",26,49500
3641,3641,2018,"Census Tract 2180.03, St. Louis County, Missouri",218003,29,189,1400000US29189218003,6850,3398,3452,42.2,41.7,44.1,6680,6100,278,0,287,0,15,145,228,5954,50508,50508,6732,254,103,6375,6634,1557,3961,1116,485,6149,29189,278,0.041616766,580,0.086826347,216,0.031532847,254,0.037730244,485,0.07310823,St. Louis County,"(46000, 53000]",4,49500
3731,3731,2018,"Census Tract 2191, St. Louis County, Missouri",219100,29,189,1400000US29189219100,4022,1876,2146,41,42.2,39.9,3960,3812,27,13,99,0,9,15,89,3745,49969,49969,3975,187,47,3741,3896,1016,2119,761,470,3426,29189,27,0.006818182,148,0.037373737,126,0.031327698,187,0.047044025,470,0.12063655,St. Louis County,"(46000, 53000]",8,49500
3829,3829,2018,"Census Tract 2216.25, St. Louis County, Missouri",221625,29,189,1400000US29189221625,7133,3487,3646,39.4,38.1,41.3,6601,5916,280,0,352,0,53,361,344,5625,49709,49709,6962,95,76,6791,7062,1990,4172,900,648,6414,29189,280,0.042417815,685,0.103772156,71,0.009953736,95,0.013645504,648,0.091758709,St. Louis County,"(46000, 53000]",15,49500
3813,3813,2018,"Census Tract 2179.44, St. Louis County, Missouri",217944,29,189,1400000US29189217944,5126,2620,2506,44.3,43.6,45.5,5094,4601,42,0,439,0,12,14,35,4578,49500,49500,5051,92,65,4894,5077,1310,2976,791,410,4667,29189,42,0.008244994,493,0.096780526,49,0.00955911,92,0.018214215,410,0.080756352,St. Louis County,"(46000, 53000]",10,49500
3748,3748,2018,"Census Tract 2151.41, St. Louis County, Missouri",215141,29,189,1400000US29189215141,4225,2076,2149,53.1,50,55.1,4094,3655,175,0,264,0,0,122,50,3605,49192,49192,4158,50,155,3953,4010,588,2206,1216,433,3577,29189,175,0.042745481,439,0.107230093,215,0.050887574,50,0.012025012,433,0.10798005,St. Louis County,"(46000, 53000]",9,49500
4332,4332,2018,"Census Tract 2178.52, St. Louis County, Missouri",217852,29,189,1400000US29189217852,6487,3158,3329,47.8,46.9,49.3,6350,5976,117,9,231,0,17,103,77,5916,48904,48904,6287,121,23,6143,6193,1579,3248,1366,402,5791,29189,117,0.018425197,374,0.058897638,294,0.045321412,121,0.019246063,402,0.064911997,St. Louis County,"(46000, 53000]",2,49500
3217,3217,2018,"Census Tract 2221, St. Louis County, Missouri",222100,29,189,1400000US29189222100,5069,2548,2521,44.3,43.5,45.8,4881,4656,54,9,156,6,0,134,46,4610,48867,48867,5001,112,37,4852,4996,1370,2899,727,390,4606,29189,54,0.011063307,225,0.046097111,73,0.014401263,112,0.022395521,390,0.07806245,St. Louis County,"(46000, 53000]",1,49500
3862,3862,2018,"Census Tract 2178.51, St. Louis County, Missouri",217851,29,189,1400000US29189217851,3076,1451,1625,48.2,47.5,48.8,3010,2759,102,0,140,0,9,48,86,2673,48684,48684,2973,60,147,2766,2958,738,1567,653,192,2766,29189,102,0.033887043,251,0.083388704,118,0.038361508,60,0.020181635,192,0.064908722,St. Louis County,"(46000, 53000]",16,49500
3879,3879,2018,"Census Tract 2178.41, St. Louis County, Missouri",217841,29,189,1400000US29189217841,5338,2689,2649,43.7,37.5,49.4,5098,4416,98,15,569,0,0,137,60,4366,48636,48636,5235,359,62,4814,5159,1186,2764,1209,490,4669,29189,98,0.019223225,682,0.133777952,179,0.033533158,359,0.068576886,490,0.094979647,St. Louis County,"(46000, 53000]",20,49500
3319,3319,2018,"Census Tract 1255, St. Louis city, Missouri",125500,29,510,1400000US29510125500,3648,2175,1473,32.7,31.5,34.7,3563,2247,957,28,176,0,155,38,220,2184,48164,48164,3524,361,103,3060,3240,186,2791,263,259,2981,29510,957,0.268593882,1316,0.36935167,408,0.111842105,361,0.102440409,259,0.079938272,St. Louis City,"(46000, 53000]",1,49500
3642,3642,2018,"Census Tract 2182.01, St. Louis County, Missouri",218201,29,189,1400000US29189218201,3182,1608,1574,44.9,40.7,52.6,3046,2967,22,0,57,0,0,84,46,2921,48143,48143,3130,85,50,2995,3124,739,1607,778,431,2693,29189,22,0.007222587,79,0.025935653,58,0.01822753,85,0.02715655,431,0.137964149,St. Louis County,"(46000, 53000]",5,49500
3886,3886,2018,"Census Tract 2178.02, St. Louis County, Missouri",217802,29,189,1400000US29189217802,7387,3266,4121,45.5,47.4,44.3,7270,6274,153,12,816,15,0,104,330,5944,48113,48113,7374,66,124,7184,7290,1739,3823,1728,608,6682,29189,153,0.021045392,996,0.137001376,97,0.013131176,66,0.008950366,608,0.08340192,St. Louis County,"(46000, 53000]",22,49500
3640,3640,2018,"Census Tract 2179.32, St. Louis County, Missouri",217932,29,189,1400000US29189217932,5337,2498,2839,41.2,40.4,41.7,5012,4343,62,7,590,0,10,265,132,4290,47737,47737,5182,60,38,5084,5132,1223,2920,989,533,4599,29189,62,0.012370311,669,0.133479649,205,0.038411092,60,0.011578541,533,0.103858145,St. Louis County,"(46000, 53000]",3,49500
3882,3882,2018,"Census Tract 2192, St. Louis County, Missouri",219200,29,189,1400000US29189219200,2441,1086,1355,38.9,38.8,39,2368,2157,120,0,60,0,31,41,90,2103,47500,47500,2274,189,90,1995,2340,682,1225,433,268,2072,29189,120,0.050675676,211,0.08910473,101,0.041376485,189,0.083113456,268,0.114529915,St. Louis County,"(46000, 53000]",21,49500
4331,4331,2018,"Census Tract 2178.42, St. Louis County, Missouri",217842,29,189,1400000US29189217842,7209,3489,3720,49.3,47.2,53.1,6996,5578,403,0,947,0,68,147,129,5463,47440,47440,7143,276,204,6663,6948,1409,3790,1749,811,6137,29189,403,0.057604345,1418,0.20268725,261,0.036204744,276,0.038639227,811,0.116724237,St. Louis County,"(46000, 53000]",2,49500
3872,3872,2018,"Census Tract 2179.21, St. Louis County, Missouri",217921,29,189,1400000US29189217921,4911,2300,2611,47.5,47.8,47,4801,4552,55,8,186,0,0,73,121,4439,47143,47143,4667,133,30,4504,4576,1249,2646,681,275,4301,29189,55,0.011455947,249,0.051864195,335,0.068214213,133,0.028497964,275,0.060096154,St. Louis County,"(46000, 53000]",18,49500
3684,3684,2018,"Census Tract 2151.02, St. Louis County, Missouri",215102,29,189,1400000US29189215102,4491,2160,2331,39.1,35.5,42.5,4320,3576,381,0,363,0,0,55,69,3507,46869,46869,4375,388,270,3717,4201,762,2674,765,398,3803,29189,381,0.088194444,744,0.172222222,290,0.064573592,388,0.088685714,398,0.094739348,St. Louis County,"(46000, 53000]",6,49500
3873,3873,2018,"Census Tract 2214.21, St. Louis County, Missouri",221421,29,189,1400000US29189221421,6987,3154,3833,42,41.7,42.2,6893,6719,0,0,140,34,0,66,44,6719,46848,46848,6959,42,128,6789,6906,1922,4236,748,492,6414,29189,0,0,174,0.025243,81,0.011592958,42,0.00603535,492,0.071242398,St. Louis County,"(46000, 53000]",19,49500
3822,3822,2018,"Census Tract 2204.45, St. Louis County, Missouri",220445,29,189,1400000US29189220445,4837,2405,2432,50.5,48.4,53.3,4733,4627,29,0,77,0,0,60,32,4619,46801,46801,4786,137,136,4513,4673,910,2704,1059,452,4221,29189,29,0.006127192,106,0.022395943,164,0.033905313,137,0.028625157,452,0.096725872,St. Louis County,"(46000, 53000]",12,49500
3825,3825,2018,"Census Tract 2214.23, St. Louis County, Missouri",221423,29,189,1400000US29189221423,4034,1975,2059,45,44.3,46.2,3999,3885,50,0,58,6,0,16,18,3867,46779,46779,3966,63,68,3835,3868,864,2239,765,422,3446,29189,50,0.012503126,114,0.028507127,166,0.041150223,63,0.015885023,422,0.10910031,St. Louis County,"(46000, 53000]",13,49500
3827,3827,2018,"Census Tract 2215.06, St. Louis County, Missouri",221506,29,189,1400000US29189221506,4780,2328,2452,39.6,35.6,42.9,4693,4218,62,0,364,0,49,42,268,3999,46692,46692,4735,98,101,4536,4762,1354,2937,471,382,4380,29189,62,0.013211166,475,0.101214575,18,0.00376569,98,0.020696938,382,0.080218396,St. Louis County,"(46000, 53000]",14,49500
3887,3887,2018,"Census Tract 2208.03, St. Louis County, Missouri",220803,29,189,1400000US29189220803,4502,2131,2371,46.2,45.9,46.4,4442,4152,136,24,125,0,5,17,157,4110,46441,46441,4412,124,89,4199,4462,1077,2463,922,520,3942,29189,136,0.030616839,290,0.065285907,40,0.00888494,124,0.028105168,520,0.116539668,St. Louis County,"(46000, 53000]",23,49500
4000,4000,2018,"Census Tract 2193, St. Louis County, Missouri",219300,29,189,1400000US29189219300,2018,872,1146,39,37.8,39.8,1901,1747,87,8,32,0,27,82,46,1735,46434,46434,1947,36,32,1879,1916,439,1103,374,125,1791,29189,87,0.045765387,154,0.081009995,102,0.050545094,36,0.018489985,125,0.065240084,St. Louis County,"(46000, 53000]",24,49500
4009,4009,2018,"Census Tract 2152.01, St. Louis County, Missouri",215201,29,189,1400000US29189215201,6430,3239,3191,47.1,39.1,48.3,5911,4809,447,87,556,0,12,289,425,4633,46164,46164,5675,180,158,5337,5778,1141,3307,1330,562,5216,29189,447,0.075621722,1102,0.186432076,652,0.101399689,180,0.031718062,562,0.09726549,St. Louis County,"(46000, 53000]",25,49500
3885,3885,2018,"Census Tract 2151.05, St. Louis County, Missouri",215105,29,189,1400000US29189215105,2389,1167,1222,36.5,36,39.1,2282,1978,177,0,127,0,0,94,248,1760,45993,45993,2376,187,88,2101,2276,557,1307,412,299,1977,29189,177,0.077563541,304,0.133216477,113,0.047300126,187,0.078703704,299,0.131370826,St. Louis County,"(39000, 46000]",32,42500
3595,3595,2018,"Census Tract 1276, St. Louis city, Missouri",127600,29,510,1400000US29510127600,2757,1464,1293,33.3,36,31.8,2724,2208,437,0,67,0,12,19,25,2183,45974,45974,2743,345,248,2150,2617,167,2161,289,287,2330,29510,437,0.160425844,516,0.189427313,140,0.050779833,345,0.125774699,287,0.109667558,St. Louis City,"(39000, 46000]",14,42500
4007,4007,2018,"Census Tract 2151.03, St. Louis County, Missouri",215103,29,189,1400000US29189215103,2421,1291,1130,45.4,43.4,48.5,2363,1854,149,19,317,0,24,32,34,1820,45969,45969,2327,158,59,2110,2331,329,1535,467,256,2075,29189,149,0.063055438,509,0.215404147,90,0.037174721,158,0.067898582,256,0.10982411,St. Louis County,"(39000, 46000]",35,42500
4128,4128,2018,"Census Tract 2109.27, St. Louis County, Missouri",210927,29,189,1400000US29189210927,4558,2225,2333,49.6,47.2,51.3,4455,1791,2623,35,0,0,6,103,74,1760,45617,45617,4558,187,32,4339,4431,792,2744,895,497,3934,29189,2623,0.588776655,2664,0.597979798,127,0.027863098,187,0.041026766,497,0.112164297,St. Louis County,"(39000, 46000]",37,42500
4334,4334,2018,"Census Tract 2185, St. Louis County, Missouri",218500,29,189,1400000US29189218500,5123,2418,2705,40.6,37,43.5,4929,4783,69,0,67,0,10,126,245,4548,44905,44905,4943,271,162,4510,4883,1350,2700,833,274,4609,29189,69,0.013998783,146,0.029620613,240,0.04684755,271,0.054825005,274,0.056113045,St. Louis County,"(39000, 46000]",47,42500
3729,3729,2018,"Census Tract 2179.42, St. Louis County, Missouri",217942,29,189,1400000US29189217942,5624,2546,3078,40.7,39.5,41.9,5477,4797,359,17,293,0,11,108,76,4782,44772,44772,5572,30,313,5229,5486,1314,3282,890,443,5043,29189,359,0.065546832,680,0.12415556,138,0.024537696,30,0.005384063,443,0.080751003,St. Louis County,"(39000, 46000]",18,42500
3832,3832,2018,"Census Tract 2216.28, St. Louis County, Missouri",221628,29,189,1400000US29189221628,6998,3150,3848,43.5,41.1,45.6,6790,5467,186,0,1137,0,0,138,355,5112,44623,44623,6711,420,248,6043,6613,1168,3963,1482,504,6109,29189,186,0.027393225,1323,0.194845361,385,0.055015719,420,0.062583818,504,0.076213519,St. Louis County,"(39000, 46000]",28,42500
3995,3995,2018,"Census Tract 2152.32, St. Louis County, Missouri",215232,29,189,1400000US29189215232,7847,3710,4137,55.5,53.7,57.2,7719,6310,315,0,1094,0,0,81,167,6155,44550,44550,7313,370,165,6778,7276,1514,3442,2320,735,6541,29189,315,0.040808395,1409,0.182536598,571,0.072766662,370,0.050594831,735,0.101017042,St. Louis County,"(39000, 46000]",34,42500
3586,3586,2018,"Census Tract 1191.02, St. Louis city, Missouri",119102,29,510,1400000US29510119102,3239,1665,1574,30.8,30.7,30.8,3196,2208,507,20,452,0,9,43,50,2177,44531,44531,3083,712,127,2244,2930,148,2476,306,300,2630,29510,507,0.158635795,988,0.309136421,309,0.095399815,712,0.230943886,300,0.102389078,St. Louis City,"(39000, 46000]",13,42500
3809,3809,2018,"Census Tract 2150.05, St. Louis County, Missouri",215005,29,189,1400000US29189215005,5759,2727,3032,41.5,40.6,42.7,5636,4447,427,0,751,0,11,50,97,4361,44109,44109,5589,306,287,4996,5523,1210,3227,1086,774,4749,29189,427,0.075762952,1189,0.210965224,236,0.040979337,306,0.054750403,774,0.140141228,St. Louis County,"(39000, 46000]",22,42500
3331,3331,2018,"Census Tract 1143, St. Louis city, Missouri",114300,29,510,1400000US29510114300,4964,2429,2535,41,37.4,44.2,4836,4412,238,0,148,0,38,99,220,4298,43972,43972,4923,195,378,4350,4756,767,3323,666,368,4388,29510,238,0.049214227,424,0.087675765,208,0.041901692,195,0.039609994,368,0.077375946,St. Louis City,"(39000, 46000]",4,42500
3749,3749,2018,"Census Tract 2168, St. Louis County, Missouri",216800,29,189,1400000US29189216800,3010,1536,1474,36.7,38.1,36.3,2923,2603,207,0,113,0,0,87,25,2578,43952,43952,3003,187,141,2675,2837,522,2011,304,196,2641,29189,207,0.070817653,320,0.109476565,173,0.057475083,187,0.062271062,196,0.069087064,St. Louis County,"(39000, 46000]",21,42500
4284,4284,2018,"Census Tract 2177.02, St. Louis County, Missouri",217702,29,189,1400000US29189217702,8382,4123,4259,48.7,48.4,49.2,8240,7374,111,0,750,0,5,31,101,7273,43904,43904,7512,92,107,7313,7382,1861,3950,1571,486,6896,29189,111,0.013470874,866,0.105097087,1000,0.119303269,92,0.012247071,486,0.065835817,St. Louis County,"(39000, 46000]",42,42500
3369,3369,2018,"Census Tract 1045, St. Louis city, Missouri",104500,29,510,1400000US29510104500,2260,1089,1171,35.2,34.1,35.8,2086,1634,108,2,342,0,0,146,71,1608,43843,43843,2230,270,61,1899,2066,189,1642,235,311,1755,29510,108,0.05177373,452,0.216682646,194,0.085840708,270,0.121076233,311,0.15053243,St. Louis City,"(39000, 46000]",8,42500
3639,3639,2018,"Census Tract 2178.07, St. Louis County, Missouri",217807,29,189,1400000US29189217807,6111,2953,3158,43.9,44.2,43.9,5915,5742,39,0,134,0,0,153,130,5625,43681,43681,6068,255,104,5709,6044,1564,3096,1384,943,5101,29189,39,0.006593407,173,0.029247675,67,0.010963836,255,0.042023731,943,0.156022502,St. Louis County,"(39000, 46000]",15,42500
3330,3330,2018,"Census Tract 1121, St. Louis city, Missouri",112100,29,510,1400000US29510112100,4165,2165,2000,34.4,37,32.3,4016,2827,899,0,263,0,27,136,228,2734,43481,43481,4076,568,173,3335,3820,428,2785,607,309,3511,29510,899,0.223854582,1189,0.296065737,345,0.082833133,568,0.139352306,309,0.080890052,St. Louis City,"(39000, 46000]",3,42500
3378,3378,2018,"Census Tract 1124, St. Louis city, Missouri",112400,29,510,1400000US29510112400,3998,2169,1829,38.8,39.1,36.5,3940,2471,971,21,447,0,30,29,263,2256,43410,43410,3830,624,103,3103,3576,303,2712,561,305,3271,29510,971,0.246446701,1469,0.37284264,422,0.105552776,624,0.162924282,305,0.085290828,St. Louis City,"(39000, 46000]",9,42500
3730,3730,2018,"Census Tract 2183, St. Louis County, Missouri",218300,29,189,1400000US29189218300,4003,1714,2289,44.1,38.8,51.4,3941,3498,317,13,101,0,12,22,86,3424,42917,42917,3864,290,175,3399,3863,829,2182,852,510,3353,29189,317,0.080436437,443,0.112408018,140,0.03497377,290,0.07505176,510,0.132021745,St. Louis County,"(39000, 46000]",19,42500
4335,4335,2018,"Census Tract 2195, St. Louis County, Missouri",219500,29,189,1400000US29189219500,6959,3169,3790,41.1,40.8,42.5,6807,6612,103,18,72,0,2,59,140,6535,42911,42911,6283,350,166,5767,6662,1544,3805,1313,675,5987,29189,103,0.015131482,195,0.028646981,297,0.042678546,350,0.055705873,675,0.101320925,St. Louis County,"(39000, 46000]",48,42500
3876,3876,2018,"Census Tract 2186, St. Louis County, Missouri",218600,29,189,1400000US29189218600,2397,1132,1265,51.4,40.4,57.8,2326,1858,411,0,39,5,13,26,14,1857,42813,42813,2351,159,120,2072,2232,454,1109,669,306,1926,29189,411,0.176698194,468,0.201203783,165,0.068836045,159,0.067630795,306,0.137096774,St. Louis County,"(39000, 46000]",30,42500
3323,3323,2018,"Census Tract 1042, St. Louis city, Missouri",104200,29,510,1400000US29510104200,3113,1683,1430,34.9,34.9,35,2977,2583,109,10,249,0,26,81,142,2467,42710,42710,2991,432,62,2497,2891,266,2279,346,343,2548,29510,109,0.036614041,394,0.132348001,222,0.071313845,432,0.1444333,343,0.118644068,St. Louis City,"(39000, 46000]",2,42500
